person_id;cohort_name;big5.chatty;big5.cold;big5.thorough;big5.depressed;big5.original;big5.quiet;big5.helpful;big5.unorganized;big5.relaxed;big5.wild_imagination;big5.outgoing;big5.rude;big5.planner;big5.worried_a_lot;big5.speculate;big5.shy;big5.considerate;big5.uncareful;big5.nervous;big5.not_artistic;big5_extrovert_tot;big5_openness_tot;big5_agreeableness_tot;big5_conscientiousness_tot;big5.relaxed_rev;big5_neuroticism_tot
3909;V-2026;2;5;7;2;4;1;6;7;6;6;2;6;7;7;5;2;7;4;7;6;7;21;24;25;2;18
3032;V-2026;6;6;5;3;5;3;6;6;6;4;7;7;6;5;7;3;7;6;3;5;19;21;26;23;2;13
3632;V-2026;1;3;5;3;3;3;5;6;3;2;3;6;4;5;4;3;5;5;4;3;10;12;19;20;5;17
3975;V-2026;6;3;5;2;5;3;5;4;4;6;6;3;3;7;5;3;7;3;6;2;18;18;18;15;4;19
3516;V-2026;5;4;6;1;5;2;7;6;4;6;5;4;5;7;7;3;7;1;5;3;15;21;22;18;4;17
3103;V-2026;7;7;7;1;5;7;6;7;6;7;7;6;6;5;5;7;7;7;3;7;28;24;26;27;2;11
3525;V-2026;5;7;7;1;4;4;7;7;1;5;4;7;6;6;5;7;7;7;6;5;20;19;28;27;7;20
3373;V-2026;7;6;7;1;5;6;5;6;4;7;7;7;6;4;7;6;7;6;3;4;26;23;25;25;4;12
3760;V-2026;5;6;7;1;6;5;7;6;5;5;5;7;7;4;5;6;7;6;4;4;21;20;27;26;3;12
3832;V-2026;7;7;7;1;7;7;7;7;6;4;7;7;6;2;2;7;7;7;1;7;28;20;28;27;2;6
3804;V-2026;4;4;6;2;5;3;3;5;4;6;3;4;5;4;5;4;7;3;4;7;14;23;18;19;4;14
3749;V-2026;7;7;7;1;7;7;7;7;5;5;7;7;7;2;4;7;7;4;1;2;28;18;28;25;3;7
3177;V-2026;5;7;7;3;6;3;6;7;4;7;6;7;6;5;6;6;7;6;5;7;20;26;27;26;4;17
3780;V-2026;7;7;6;1;4;6;6;5;3;1;7;7;6;6;2;7;7;6;4;2;27;9;27;23;5;16
3523;V-2026;1;5;6;1;3;1;5;4;4;4;1;7;6;5;4;4;7;6;6;4;7;15;24;22;4;16
3063;V-2026;3;4;6;1;5;3;5;7;7;3;2;6;4;1;3;6;5;6;4;4;14;15;20;23;1;7
3215;V-2026;7;4;6;1;5;5;4;7;7;3;7;6;6;2;4;6;6;3;2;7;25;19;20;22;1;6
3878;V-2026;6;7;6;1;5;7;7;6;6;6;7;7;6;2;5;7;7;5;3;5;27;21;28;23;2;8
3713;V-2026;7;6;6;2;5;6;6;7;7;6;7;5;7;4;7;6;7;6;2;6;26;24;24;26;1;9
3489;V-2026;2;5;6;4;5;3;6;6;5;4;3;6;5;4;4;3;6;5;6;7;11;20;23;22;3;17
3890;V-2026;6;7;7;2;5;7;6;6;4;4;5;6;7;6;6;6;7;7;3;7;24;22;26;27;4;15
3511;V-2026;5;4;7;2;4;4;7;7;5;4;4;7;6;5;4;6;7;5;3;3;19;15;25;25;3;13
3515;V-2026;5;7;7;1;4;3;6;7;6;4;5;7;7;4;4;7;7;7;4;3;20;15;27;28;2;11
3353;V-2026;5;5;6;3;6;4;5;6;5;3;6;4;7;5;6;3;7;6;5;4;18;19;21;25;3;16
3122;V-2026;6;7;5;1;4;3;6;7;2;4;6;7;6;7;4;7;6;7;6;3;22;15;26;25;6;20
3693;V-2026;6;7;7;1;5;7;6;7;5;4;7;7;7;6;4;7;7;7;3;5;27;18;27;28;3;13
3048;V-2026;6;7;7;1;3;5;6;5;4;4;5;7;6;7;3;7;7;6;6;5;23;15;27;24;4;18
3915;V-2026;7;7;5;1;4;6;5;7;2;4;6;5;6;7;4;7;6;6;6;2;26;14;23;24;6;20
3519;V-2026;3;6;6;1;5;2;6;6;5;4;4;6;5;6;4;1;6;6;7;3;10;16;24;23;3;17
3540;V-2026;4;5;6;1;4;4;6;7;5;5;3;6;7;5;3;7;7;6;3;6;18;18;24;26;3;12
3905;V-2026;4;4;6;2;4;4;6;4;4;4;4;7;4;7;4;5;7;4;2;7;17;19;24;18;4;15
3307;V-2026;6;7;7;1;6;2;6;4;7;7;5;4;7;6;6;5;7;4;3;7;18;26;24;22;1;11
3254;V-2026;6;5;6;1;5;4;5;5;5;6;6;7;5;6;4;4;5;2;5;4;20;19;22;18;3;15
3339;V-2026;2;3;6;1;6;2;5;6;6;6;2;6;6;4;7;6;7;5;1;7;12;26;21;23;2;8
3406;V-2026;4;6;7;1;4;5;6;6;3;6;4;7;5;4;3;7;6;6;1;7;20;20;25;24;5;11
3549;V-2026;4;5;7;3;5;3;7;3;4;7;5;7;6;6;6;6;7;4;6;4;18;22;26;20;4;19
3474;V-2026;7;7;7;1;7;6;7;7;7;4;7;7;7;1;7;7;7;7;2;4;27;22;28;28;1;5
3798;V-2026;7;6;6;2;4;4;5;3;7;7;7;4;4;3;5;5;7;4;5;5;23;21;22;17;1;11
3027;V-2026;4;5;7;2;4;4;7;7;4;5;4;5;7;5;5;5;7;7;5;4;17;18;24;28;4;16
3126;V-2026;7;7;5;1;7;7;7;4;4;6;7;6;5;3;7;7;7;5;3;1;28;21;27;19;4;11
3826;V-2026;5;5;4;1;4;4;7;4;5;4;5;6;4;6;5;6;6;6;2;5;20;18;24;18;3;12
3607;V-2026;7;7;5;1;6;7;5;6;5;4;7;7;7;3;4;6;6;6;2;5;27;19;25;24;3;9
3610;V-2026;6;6;7;2;5;6;6;6;7;4;6;6;7;5;3;6;7;3;2;4;24;16;25;23;1;10
3709;V-2026;5;7;6;1;5;3;7;7;5;4;4;7;7;4;4;7;7;7;5;3;19;16;28;27;3;13
3568;V-2026;5;5;6;7;7;4;7;6;5;6;5;6;5;7;5;4;6;7;3;7;18;25;24;24;3;20
3289;V-2026;7;6;7;1;6;7;5;7;4;5;7;7;7;4;6;7;7;6;3;6;28;23;25;27;4;12
3747;V-2026;6;5;5;5;5;6;5;4;3;7;7;5;4;7;7;5;6;4;5;7;24;26;21;17;5;22
3620;V-2026;3;5;7;2;4;3;7;7;3;1;3;7;6;4;2;7;7;7;7;1;16;8;26;27;5;18
3605;V-2026;7;7;7;1;6;7;5;3;7;7;7;3;4;1;5;7;5;1;1;4;28;22;20;15;1;4
3862;V-2026;1;5;5;2;3;2;6;5;3;2;3;5;5;7;3;4;4;6;6;5;10;13;20;21;5;20
3740;V-2026;3;6;5;3;3;4;7;4;5;2;3;7;5;2;7;7;7;5;1;1;17;13;27;19;3;9
3738;V-2026;4;6;6;1;4;6;5;6;6;5;5;6;5;5;5;6;6;4;5;4;21;18;23;21;2;13
3809;V-2026;4;5;5;1;4;5;5;6;6;4;4;6;4;3;4;6;6;5;3;2;19;14;22;20;2;9
3270;V-2026;4;4;5;3;5;3;5;5;4;7;3;6;2;3;4;1;6;5;2;7;11;23;21;17;4;12
3670;V-2026;7;7;7;1;6;7;7;7;5;5;7;7;7;5;5;7;7;7;4;4;28;20;28;28;3;13
3836;V-2026;7;7;7;1;5;7;4;6;7;7;7;6;7;2;7;7;7;7;2;2;28;21;24;27;1;6
3437;V-2026;7;7;6;1;3;7;1;4;5;5;7;7;7;7;5;7;7;7;5;1;28;14;22;24;3;16
3577;V-2026;4;7;6;2;4;4;6;5;5;5;4;7;7;3;2;4;7;4;5;5;16;16;27;22;3;13
3978;V-2026;6;7;6;1;5;7;6;5;6;7;6;6;4;1;4;7;7;6;5;7;26;23;26;21;2;9
3758;V-2026;4;6;7;1;6;4;7;7;5;4;4;7;7;2;4;5;6;6;3;4;17;18;26;27;3;9
3153;V-2026;6;6;6;2;7;6;6;4;7;7;7;5;4;3;7;6;6;4;4;7;25;28;23;18;1;10
3082;V-2026;6;4;5;2;3;6;3;6;5;1;6;4;6;5;3;7;7;4;6;1;25;8;18;21;3;16
3575;V-2026;6;7;6;1;5;6;1;7;5;5;7;7;5;1;5;7;7;7;2;7;26;22;22;25;3;7
3283;V-2026;5;5;5;1;4;4;1;6;5;3;5;6;7;5;5;5;7;4;5;3;19;15;19;22;3;14
3171;V-2026;4;5;7;2;3;5;6;6;4;3;4;7;4;5;2;6;7;7;6;7;19;15;25;24;4;17
3926;V-2026;5;7;7;1;6;4;7;6;5;2;5;6;7;2;5;5;7;7;5;4;19;17;27;27;3;11
3765;V-2026;6;5;6;1;5;5;7;7;2;4;5;7;7;5;6;3;7;6;5;7;19;22;26;26;6;17
3603;V-2026;4;6;7;1;7;2;6;6;7;6;3;6;3;1;7;6;7;6;1;3;15;23;25;22;1;4
3119;V-2026;5;7;6;1;4;5;5;7;5;4;5;7;5;3;6;7;7;6;3;6;22;20;26;24;3;10
3814;V-2026;5;7;5;1;5;5;7;5;5;3;5;6;4;5;5;5;7;5;3;4;20;17;27;19;3;12
3598;V-2026;6;5;5;2;5;7;2;5;5;3;6;6;5;5;4;6;5;4;4;3;25;15;18;19;3;14
3518;V-2026;7;7;7;2;4;6;7;7;3;3;6;7;6;3;3;7;7;7;3;6;26;16;28;27;5;13
3737;V-2026;7;7;7;1;5;7;7;7;6;1;7;7;7;2;3;7;7;7;2;2;28;11;28;28;2;7
3064;V-2026;5;7;7;1;4;6;7;6;5;2;6;7;5;4;3;7;7;7;4;4;24;13;28;25;3;12
3594;V-2026;4;3;6;1;2;3;5;7;4;2;4;5;7;3;2;7;7;4;4;3;18;9;20;24;4;12
3661;V-2026;4;7;7;1;5;4;7;7;5;4;4;7;6;3;4;7;7;7;3;4;19;17;28;27;3;10
3244;V-2026;4;7;7;1;2;5;6;7;4;2;4;7;5;6;1;7;7;4;7;4;20;9;27;23;4;18
8001;H-2025;5;4;5;3;5;5;5;5;7;5;5;5;5;5;5;5;7;3;3;6;20;21;21;18;1;12
8002;H-2025;2;4;6;1;5;3;5;6;6;4;3;7;5;3;5;5;7;6;2;3;13;17;23;23;2;8
8003;H-2025;4;5;6;1;5;1;6;4;6;7;5;5;5;6;5;1;6;6;5;3;11;20;22;21;2;14
8004;H-2025;2;3;6;1;5;1;6;3;7;2;2;7;5;2;4;4;7;7;5;5;9;16;23;21;1;9
