person_id;cohort_name;foreign;mover;education;big5.chatty;big5.cold;big5.thorough;big5.depressed;big5.original;big5.quiet;big5.helpful;big5.unorganized;big5.relaxed;big5.wild_imagination;big5.outgoing;big5.rude;big5.planner;big5.worried_a_lot;big5.speculate;big5.shy;big5.considerate;big5.uncareful;big5.nervous;big5.not_artistic;big5_extrovert_tot;big5_openness_tot;big5_agreeableness_tot;big5_conscientiousness_tot;big5.relaxed_rev;big5_neuroticism_tot;big5_extrovert_mean;big5_openness_mean;big5_agreeableness_mean;big5_conscientiousness_mean;big5_neuroticism_mean
3508;H-2025;0;1;2;5;7;5;1;5;6;5;6;5;5;7;7;5;3;2;6;7;6;3;3;24;15;26;22;3;10;6,00;3,75;6,50;5,50;2,50
3491;H-2025;0;1;2;6;7;7;1;6;3;7;6;6;6;6;7;6;5;6;5;7;6;5;5;20;23;28;25;2;13;5,00;5,75;7,00;6,25;3,25
3308;H-2025;0;1;1;7;7;7;1;4;7;7;3;5;5;7;3;5;5;7;7;7;3;1;1;28;17;24;18;3;10;7,00;4,25;6,00;4,50;2,50
3615;H-2025;1;1;2;3;7;6;1;5;5;7;7;7;5;6;7;5;2;4;7;7;6;3;6;21;20;28;24;1;7;5,25;5,00;7,00;6,00;1,75
3580;H-2025;0;1;2;6;7;6;1;5;7;1;2;7;7;7;5;4;1;7;6;7;3;2;3;26;22;20;15;1;5;6,50;5,50;5,00;3,75;1,25
3653;H-2025;0;1;2;6;6;7;2;4;4;6;7;6;4;5;5;6;6;5;4;7;5;5;3;19;16;24;25;2;15;4,75;4,00;6,00;6,25;3,75
3208;H-2025;1;0;1;5;5;6;1;4;4;4;6;3;3;6;6;6;5;3;4;7;5;4;2;19;12;22;23;5;15;4,75;3,00;5,50;5,75;3,75
3561;H-2025;0;0;2;7;7;7;1;4;7;6;6;4;6;7;6;7;5;5;7;7;3;6;2;28;17;26;23;4;16;7,00;4,25;6,50;5,75;4,00
3011;H-2025;1;1;2;6;7;6;1;5;6;5;6;7;5;7;6;5;1;6;6;7;3;2;6;25;22;25;20;1;5;6,25;5,50;6,25;5,00;1,25
3149;H-2025;1;0;1;6;6;6;1;5;5;6;6;7;5;6;5;6;6;5;6;6;4;5;4;23;19;23;22;1;13;5,75;4,75;5,75;5,50;3,25
3382;H-2025;1;0;1;5;6;5;1;4;5;6;6;4;3;5;7;5;2;4;7;6;6;4;4;22;15;25;22;4;11;5,50;3,75;6,25;5,50;2,75
3591;H-2025;0;1;2;2;6;6;1;3;1;4;3;2;3;2;5;5;7;5;3;7;5;7;3;8;14;22;19;6;21;2,00;3,50;5,50;4,75;5,25
3349;H-2025;1;1;1;4;3;7;1;6;5;7;5;7;4;5;6;7;3;4;4;7;2;1;4;18;18;23;21;1;6;4,50;4,50;5,75;5,25;1,50
3478;H-2025;0;1;2;6;6;6;5;6;6;6;6;4;4;6;6;5;7;6;6;7;6;6;6;24;22;25;23;4;22;6,00;5,50;6,25;5,75;5,50
3210;H-2025;1;1;0;2;7;7;2;7;1;4;7;6;6;3;7;6;6;4;3;7;6;5;7;9;24;25;26;2;15;2,25;6,00;6,25;6,50;3,75
3711;H-2025;1;0;2;3;6;7;4;7;2;7;1;4;6;3;7;5;6;6;3;7;4;5;5;11;24;27;17;4;19;2,75;6,00;6,75;4,25;4,75
3996;H-2025;1;1;2;5;6;6;1;7;6;6;4;7;7;6;7;5;5;7;7;7;6;2;2;24;23;26;21;1;9;6,00;5,75;6,50;5,25;2,25
3899;H-2025;1;0;2;7;5;7;5;7;4;7;7;7;7;7;7;7;5;7;5;7;7;1;1;23;22;26;28;1;12;5,75;5,50;6,50;7,00;3,00
3019;H-2025;0;0;2;4;6;6;2;5;3;6;5;5;4;4;6;5;4;4;4;6;6;6;5;15;18;24;22;3;15;3,75;4,50;6,00;5,50;3,75
3966;H-2025;1;0;2;1;1;7;4;5;1;3;7;6;3;1;2;7;6;5;2;5;5;3;5;5;18;11;26;2;15;1,25;4,50;2,75;6,50;3,75
3730;H-2025;1;0;2;7;7;7;4;5;7;7;7;5;7;7;6;7;5;4;6;7;6;4;6;27;22;27;27;3;16;6,75;5,50;6,75;6,75;4,00
3617;H-2025;0;1;2;5;6;7;1;5;4;7;4;4;7;4;7;5;5;7;5;7;6;4;6;18;25;27;22;4;14;4,50;6,25;6,75;5,50;3,50
3784;H-2025;0;0;2;3;4;6;3;5;3;6;4;4;6;4;5;6;6;6;4;6;5;5;3;14;20;21;21;4;18;3,50;5,00;5,25;5,25;4,50
3834;H-2025;0;1;2;2;3;6;2;4;1;6;7;4;5;1;7;6;5;6;3;6;6;3;7;7;22;22;25;4;14;1,75;5,50;5,50;6,25;3,50
3235;H-2025;0;1;1;7;6;6;1;5;6;6;5;5;3;7;6;5;3;4;7;6;5;3;6;27;18;24;21;3;10;6,75;4,50;6,00;5,25;2,50
3937;H-2025;0;0;1;5;6;5;2;4;4;6;6;5;2;5;6;6;6;2;7;7;5;5;1;21;9;25;22;3;16;5,25;2,25;6,25;5,50;4,00
3669;H-2025;0;1;2;5;4;7;2;4;6;6;6;3;6;5;7;7;5;4;6;6;4;5;5;22;19;23;24;5;17;5,50;4,75;5,75;6,00;4,25
3313;H-2025;0;1;2;5;7;7;1;6;5;7;6;3;5;5;1;7;6;5;5;7;7;6;6;20;22;22;27;5;18;5,00;5,50;5,50;6,75;4,50
3487;H-2025;1;1;2;4;6;7;1;4;5;6;7;4;1;4;7;4;4;3;6;7;6;3;4;19;12;26;24;4;12;4,75;3,00;6,50;6,00;3,00
3120;H-2025;1;1;2;5;4;7;1;4;5;6;6;5;5;4;7;4;3;5;5;7;7;2;7;19;21;24;24;3;9;4,75;5,25;6,00;6,00;2,25
3346;H-2025;1;1;2;4;5;7;4;5;3;6;7;4;4;1;6;7;3;5;3;7;6;3;7;11;21;24;27;4;14;2,75;5,25;6,00;6,75;3,50
3439;H-2025;1;1;2;4;4;6;1;1;4;7;4;5;5;4;7;6;2;1;4;6;2;5;1;16;8;24;18;3;11;4,00;2,00;6,00;4,50;2,75
3852;H-2025;1;0;2;5;6;7;1;4;4;6;6;5;5;5;7;7;3;4;5;7;5;3;5;19;18;26;25;3;10;4,75;4,50;6,50;6,25;2,50
3199;H-2025;0;0;2;5;6;5;1;5;5;5;6;6;4;5;3;5;2;4;6;5;6;4;2;21;15;19;22;2;9;5,25;3,75;4,75;5,50;2,25
3696;H-2025;0;1;2;6;5;7;1;4;5;5;6;5;4;6;4;5;4;7;6;7;6;4;2;23;17;21;24;3;12;5,75;4,25;5,25;6,00;3,00
3165;H-2025;1;1;1;4;7;7;1;4;5;7;6;4;2;4;7;7;2;3;7;7;5;3;2;20;11;28;25;4;10;5,00;2,75;7,00;6,25;2,50
3198;H-2025;1;1;0;7;6;7;1;5;7;7;6;6;5;6;7;7;5;5;6;7;7;3;4;26;19;27;27;2;11;6,50;4,75;6,75;6,75;2,75
3614;H-2025;0;0;2;4;5;5;3;2;4;4;5;3;3;4;3;3;5;3;4;5;4;5;3;16;11;17;17;5;18;4,00;2,75;4,25;4,25;4,50
3880;H-2025;0;1;2;5;7;6;1;4;6;6;7;5;3;6;7;6;2;3;7;7;7;2;5;24;15;27;26;3;8;6,00;3,75;6,75;6,50;2,00
3152;H-2025;1;1;2;5;7;6;1;6;6;7;2;3;5;6;7;3;5;6;6;7;4;5;7;23;24;28;15;5;16;5,75;6,00;7,00;3,75;4,00
3454;H-2025;1;1;1;7;7;7;4;6;4;7;6;7;7;5;6;6;3;6;7;7;7;1;1;23;20;27;26;1;9;5,75;5,00;6,75;6,50;2,25
3372;H-2025;0;0;2;5;6;7;1;6;5;6;2;4;6;6;7;5;7;6;4;7;6;5;7;20;25;26;20;4;17;5,00;6,25;6,50;5,00;4,25
3618;H-2025;0;1;2;6;7;7;1;5;6;6;7;6;5;7;7;7;1;5;7;7;5;3;3;26;18;27;26;2;7;6,50;4,50;6,75;6,50;1,75
3285;H-2025;0;1;2;2;4;7;5;6;2;7;6;7;7;2;7;4;7;4;5;7;6;5;5;11;22;25;23;1;18;2,75;5,50;6,25;5,75;4,50
3535;H-2025;1;1;1;6;7;6;1;7;6;7;7;7;7;7;7;7;1;7;7;7;7;1;7;26;28;28;27;1;4;6,50;7,00;7,00;6,75;1,00
3399;H-2025;1;0;2;4;6;7;1;6;4;7;6;7;6;4;6;5;1;6;4;7;6;2;3;16;21;26;24;1;5;4,00;5,25;6,50;6,00;1,25
3985;H-2025;0;0;2;7;7;5;2;5;7;6;6;3;5;7;7;5;4;3;7;6;6;4;7;28;20;26;22;5;15;7,00;5,00;6,50;5,50;3,75
3001;H-2025;0;0;2;4;6;7;1;4;3;6;7;3;5;4;6;6;4;6;4;7;5;6;6;15;21;25;25;5;16;3,75;5,25;6,25;6,25;4,00
3609;H-2025;0;0;2;5;6;7;1;4;4;6;7;5;4;5;7;7;5;4;7;7;7;5;5;21;17;26;28;3;14;5,25;4,25;6,50;7,00;3,50
3241;H-2025;0;1;2;7;7;7;2;5;7;7;6;7;6;7;6;5;4;5;7;7;3;3;4;28;20;27;21;1;10;7,00;5,00;6,75;5,25;2,50
3563;H-2025;0;1;1;2;2;6;7;6;1;6;3;3;5;2;7;6;7;6;1;7;3;7;7;6;24;22;18;5;26;1,50;6,00;5,50;4,50;6,50
3497;H-2025;0;1;2;6;6;7;1;5;5;6;7;5;4;6;6;6;4;5;7;7;5;6;6;24;20;25;25;3;14;6,00;5,00;6,25;6,25;3,50
3779;H-2025;0;1;1;5;4;6;6;7;5;7;6;7;7;6;5;6;1;7;4;7;3;1;7;20;28;23;21;1;9;5,00;7,00;5,75;5,25;2,25
3557;H-2025;1;0;1;7;7;7;1;7;6;7;7;7;7;7;7;7;1;2;7;7;7;2;3;27;19;28;28;1;5;6,75;4,75;7,00;7,00;1,25
3633;H-2025;1;1;2;5;6;7;2;6;6;5;6;4;6;5;6;6;2;4;5;6;4;2;1;21;17;23;23;4;10;5,25;4,25;5,75;5,75;2,50
3808;H-2025;0;1;2;6;6;7;1;4;7;6;5;5;5;6;6;7;4;5;7;6;6;2;4;26;18;24;25;3;10;6,50;4,50;6,00;6,25;2,50
3348;H-2025;0;0;2;5;6;6;2;6;4;6;6;6;5;4;6;7;4;5;7;7;6;3;6;20;22;25;25;2;11;5,00;5,50;6,25;6,25;2,75
3201;H-2025;1;0;2;6;6;6;2;4;3;7;6;2;4;5;6;7;4;2;5;7;5;7;4;19;14;26;24;6;19;4,75;3,50;6,50;6,00;4,75
3891;H-2025;1;0;2;4;7;6;1;5;3;7;6;5;5;4;7;6;6;5;4;7;7;5;4;15;19;28;25;3;15;3,75;4,75;7,00;6,25;3,75
3419;H-2025;1;1;2;5;7;6;1;5;3;6;6;7;5;6;6;7;3;6;7;7;5;3;4;21;20;26;24;1;8;5,25;5,00;6,50;6,00;2,00
3390;H-2025;0;1;2;6;6;7;4;6;6;7;6;4;7;4;7;7;7;4;6;7;7;5;7;22;24;27;27;4;20;5,50;6,00;6,75;6,75;5,00
3875;H-2025;0;0;2;5;2;5;5;6;2;7;4;6;6;5;4;5;6;7;3;7;4;4;5;15;24;20;18;2;17;3,75;6,00;5,00;4,50;4,25
3735;H-2025;0;1;0;6;6;6;1;4;6;5;4;5;2;6;7;6;3;6;6;7;5;2;4;24;16;25;21;3;9;6,00;4,00;6,25;5,25;2,25
3658;H-2025;0;1;2;4;5;6;1;5;4;4;6;6;5;5;6;6;3;5;7;6;7;2;2;20;17;21;25;2;8;5,00;4,25;5,25;6,25;2,00
3025;H-2025;1;0;0;5;5;6;1;4;4;6;7;7;4;6;7;4;5;4;6;5;6;4;5;21;17;23;23;1;11;5,25;4,25;5,75;5,75;2,75
3761;H-2025;1;1;2;4;4;7;2;5;2;7;4;4;4;4;6;7;5;6;4;4;4;5;4;14;19;21;22;4;16;3,50;4,75;5,25;5,50;4,00
3341;H-2025;1;0;1;5;7;7;1;6;6;6;1;6;3;4;7;7;2;3;7;7;6;4;6;22;18;27;21;2;9;5,50;4,50;6,75;5,25;2,25
3662;H-2025;1;0;2;4;6;6;2;4;4;5;4;3;5;4;6;6;6;4;4;6;6;6;5;16;18;23;22;5;19;4,00;4,50;5,75;5,50;4,75
3657;H-2025;1;0;1;4;4;6;3;4;2;6;4;3;5;2;6;5;6;5;2;7;5;5;5;10;19;23;20;5;19;2,50;4,75;5,75;5,00;4,75
3638;H-2025;0;1;2;4;6;6;2;3;2;6;6;6;3;4;7;7;5;3;5;6;6;5;3;15;12;25;25;2;14;3,75;3,00;6,25;6,25;3,50
3514;H-2025;1;0;1;5;3;7;1;4;3;6;4;7;5;6;7;7;5;3;4;6;6;2;2;18;14;22;24;1;9;4,50;3,50;5,50;6,00;2,25
3161;H-2025;0;1;1;6;7;7;2;5;5;7;5;6;5;7;7;6;4;5;7;7;5;3;6;25;21;28;23;2;11;6,25;5,25;7,00;5,75;2,75
3075;H-2025;0;1;2;5;4;6;4;5;3;7;3;3;4;5;6;3;5;5;3;7;4;7;5;16;19;24;16;5;21;4,00;4,75;6,00;4,00;5,25
3570;H-2025;1;0;2;4;4;5;1;4;5;7;7;7;2;2;5;6;4;3;4;6;6;4;2;15;11;22;24;1;10;3,75;2,75;5,50;6,00;2,50
3698;H-2025;0;0;2;5;5;5;4;6;3;5;2;5;5;4;6;6;5;6;2;6;5;4;7;14;24;22;18;3;16;3,50;6,00;5,50;4,50;4,00
3960;H-2025;1;1;2;6;4;7;2;6;4;7;5;5;6;6;5;7;5;6;3;7;6;3;7;19;25;23;25;3;13;4,75;6,25;5,75;6,25;3,25
3400;V-2025;0;1;1;6;5;7;2;4;5;6;6;5;6;6;6;7;6;6;6;7;5;5;2;23;18;24;25;3;16;5,75;4,50;6,00;6,25;4,00
3954;V-2025;0;0;2;6;6;7;4;6;5;7;6;3;5;6;7;6;6;5;6;7;4;5;5;23;21;27;23;5;20;5,75;5,25;6,75;5,75;5,00
3674;V-2025;1;1;2;3;3;7;3;3;2;5;5;5;5;4;3;4;6;6;4;5;3;4;4;13;18;16;19;3;16;3,25;4,50;4,00;4,75;4,00
3321;V-2025;1;1;1;4;5;7;5;7;3;6;7;5;4;5;3;7;5;5;3;7;7;6;5;15;21;21;28;3;19;3,75;5,25;5,25;7,00;4,75
3917;V-2025;0;1;2;7;7;7;1;5;7;5;4;7;7;7;4;5;1;4;7;5;5;1;7;28;23;21;21;1;4;7,00;5,75;5,25;5,25;1,00
3796;V-2025;1;1;2;7;7;6;1;5;7;5;4;6;7;7;6;5;3;7;7;7;6;1;7;28;26;25;21;2;7;7,00;6,50;6,25;5,25;1,75
3284;V-2025;1;0;2;4;7;7;1;7;2;7;7;7;7;5;7;7;5;7;6;7;7;1;7;17;28;28;28;1;8;4,25;7,00;7,00;7,00;2,00
3812;V-2025;1;1;2;2;4;4;1;1;3;5;4;6;3;2;6;4;5;5;3;5;2;7;5;10;14;20;14;2;15;2,50;3,50;5,00;3,50;3,75
3805;V-2025;0;1;2;7;7;7;2;5;7;6;7;7;7;7;7;7;7;6;7;7;6;2;7;28;25;27;27;1;12;7,00;6,25;6,75;6,75;3,00
3319;V-2025;1;1;2;6;6;6;1;6;5;6;6;6;6;6;6;7;3;6;6;7;7;4;6;23;24;25;26;2;10;5,75;6,00;6,25;6,50;2,50
3462;V-2025;1;0;1;5;4;5;4;4;4;5;7;6;4;3;5;7;5;5;4;6;5;3;2;16;15;20;24;2;14;4,00;3,75;5,00;6,00;3,50
3128;V-2025;1;0;2;6;3;7;1;6;4;7;4;7;7;7;4;5;2;7;5;7;4;3;7;22;27;21;20;1;7;5,50;6,75;5,25;5,00;1,75
3828;V-2025;0;1;2;5;5;7;1;6;6;4;7;7;6;5;4;7;2;7;6;7;5;2;5;22;24;20;26;1;6;5,50;6,00;5,00;6,50;1,50
3718;V-2025;1;0;2;4;5;7;4;4;4;6;6;5;3;4;6;6;7;5;4;6;4;6;3;16;15;23;23;3;20;4,00;3,75;5,75;5,75;5,00
3136;V-2025;0;0;0;3;6;7;1;4;3;6;7;6;6;5;7;7;5;6;6;7;7;2;4;17;20;26;28;2;10;4,25;5,00;6,50;7,00;2,50
3051;V-2025;0;1;1;6;6;7;1;4;7;6;4;6;6;7;7;6;2;5;7;7;7;2;7;27;22;26;24;2;7;6,75;5,50;6,50;6,00;1,75
3863;V-2025;0;0;2;4;5;6;2;4;3;5;3;6;4;4;4;3;5;4;6;6;3;5;6;17;18;20;15;2;14;4,25;4,50;5,00;3,75;3,50
3927;V-2025;0;1;2;6;7;6;4;2;4;6;7;6;1;6;7;7;5;3;7;7;7;4;1;23;7;27;27;2;15;5,75;1,75;6,75;6,75;3,75
3477;V-2025;1;0;1;4;7;7;1;5;2;7;4;4;5;3;7;6;6;5;7;7;7;7;7;16;22;28;24;4;18;4,00;5,50;7,00;6,00;4,50
3222;V-2025;0;1;1;5;6;6;2;4;6;5;5;5;2;5;6;5;4;3;6;6;5;4;2;22;11;23;21;3;13;5,50;2,75;5,75;5,25;3,25
3352;V-2025;0;0;2;4;5;6;2;4;3;5;5;6;3;4;5;5;2;5;5;7;5;5;2;16;14;22;21;2;11;4,00;3,50;5,50;5,25;2,75
3085;V-2025;0;0;2;6;3;6;3;4;4;3;7;6;6;5;5;6;6;5;3;6;6;7;7;18;22;17;25;2;18;4,50;5,50;4,25;6,25;4,50
3131;V-2025;0;0;2;5;6;6;1;6;6;4;6;5;5;5;6;6;3;6;7;7;5;2;6;23;23;23;23;3;9;5,75;5,75;5,75;5,75;2,25
3842;V-2025;0;1;2;7;7;5;2;6;7;6;3;6;6;7;7;5;3;5;7;7;4;1;7;28;24;27;17;2;8;7,00;6,00;6,75;4,25;2,00
3150;V-2025;0;1;2;7;5;7;1;7;7;4;2;4;7;7;7;6;5;7;7;7;4;4;7;28;28;23;19;4;14;7,00;7,00;5,75;4,75;3,50
3159;V-2025;0;1;1;7;7;6;2;6;6;4;4;3;3;7;4;5;5;4;6;7;3;5;1;26;14;22;18;5;17;6,50;3,50;5,50;4,50;4,25
3361;V-2025;0;0;2;6;7;5;1;4;6;6;6;6;2;6;6;6;2;6;7;7;6;2;2;25;14;26;23;2;7;6,25;3,50;6,50;5,75;1,75
3729;V-2025;1;1;0;7;6;7;3;4;6;7;6;3;1;5;7;6;5;2;5;7;4;5;3;23;10;27;23;5;18;5,75;2,50;6,75;5,75;4,50
3675;V-2025;1;1;1;7;6;7;2;4;3;6;7;7;5;7;7;6;5;4;5;6;6;2;3;22;16;25;26;1;10;5,50;4,00;6,25;6,50;2,50
3227;V-2025;1;0;0;3;5;6;1;6;3;7;4;7;7;5;6;6;1;7;7;7;6;2;1;18;21;25;22;1;5;4,50;5,25;6,25;5,50;1,25
3374;V-2025;0;0;1;4;6;7;1;4;2;5;7;5;4;5;5;7;6;5;4;7;5;6;5;15;18;23;26;3;16;3,75;4,50;5,75;6,50;4,00
3391;V-2025;0;0;2;7;6;5;1;4;6;2;4;5;3;7;6;5;2;3;7;6;3;3;3;27;13;20;17;3;9;6,75;3,25;5,00;4,25;2,25
3331;V-2025;1;0;0;6;5;7;1;4;4;6;5;4;6;6;4;7;5;7;6;6;2;5;4;22;21;21;21;4;15;5,50;5,25;5,25;5,25;3,75
3204;V-2025;1;0;2;3;5;7;2;5;3;6;7;5;5;2;5;7;7;3;6;7;7;6;3;14;16;23;28;3;18;3,50;4,00;5,75;7,00;4,50
3057;V-2025;0;1;0;7;6;7;6;6;7;6;5;6;6;6;2;5;6;6;6;5;2;3;5;26;23;19;19;2;17;6,50;5,75;4,75;4,75;4,25
3541;V-2025;1;1;2;3;3;7;2;5;2;6;7;2;3;1;7;6;6;4;3;7;7;6;6;9;18;23;27;6;20;2,25;4,50;5,75;6,75;5,00
3377;V-2025;0;0;1;5;6;6;4;4;6;2;6;4;2;7;5;4;4;5;6;5;4;5;2;24;13;18;20;4;17;6,00;3,25;4,50;5,00;4,25
3639;V-2025;1;0;2;6;6;6;1;5;5;5;2;4;4;6;5;7;6;5;4;5;5;5;5;21;19;21;20;4;16;5,25;4,75;5,25;5,00;4,00
3055;V-2025;1;0;2;5;5;5;1;5;4;6;5;6;7;6;5;4;1;5;5;7;3;5;7;20;24;23;17;2;9;5,00;6,00;5,75;4,25;2,25
3494;V-2025;0;0;2;4;4;6;2;5;4;5;6;7;4;5;4;5;1;4;6;6;3;1;5;19;18;19;20;1;5;4,75;4,50;4,75;5,00;1,25
3279;V-2025;0;1;2;6;6;6;1;5;6;6;7;6;5;6;6;6;2;5;6;7;6;2;4;24;19;25;25;2;7;6,00;4,75;6,25;6,25;1,75
3682;V-2025;1;1;1;7;7;7;1;4;7;6;7;6;1;6;7;7;2;7;7;7;7;1;7;27;19;27;28;2;6;6,75;4,75;6,75;7,00;1,50
3132;V-2025;1;0;2;5;7;7;1;6;6;5;7;6;6;6;7;6;3;6;7;7;6;1;7;24;25;26;26;2;7;6,00;6,25;6,50;6,50;1,75
3943;V-2025;0;1;1;6;7;7;4;1;4;7;6;2;4;5;7;7;7;7;7;7;6;4;1;22;13;28;26;6;21;5,50;3,25;7,00;6,50;5,25
3263;V-2025;0;0;2;5;6;7;2;5;5;6;2;5;3;6;7;6;4;6;6;7;6;2;6;22;20;26;21;3;11;5,50;5,00;6,50;5,25;2,75
3885;V-2025;0;0;2;5;4;6;1;5;5;5;5;6;7;5;6;6;2;7;6;6;4;2;7;21;26;21;21;2;7;5,25;6,50;5,25;5,25;1,75
3340;V-2025;1;0;2;6;5;7;1;5;5;7;7;7;4;5;7;7;2;6;7;7;5;3;1;23;16;26;26;1;7;5,75;4,00;6,50;6,50;1,75
3849;V-2025;1;1;2;4;4;5;6;6;4;4;3;5;7;4;6;3;4;6;5;6;4;3;7;17;26;20;15;3;16;4,25;6,50;5,00;3,75;4,00
3238;V-2025;0;1;2;5;7;6;1;5;5;6;6;5;4;5;7;6;2;3;7;7;6;2;5;22;17;27;24;3;8;5,50;4,25;6,75;6,00;2,00
3977;V-2025;1;1;2;6;6;6;1;5;6;6;6;5;6;7;7;6;3;7;6;7;5;5;7;25;25;26;23;3;12;6,25;6,25;6,50;5,75;3,00
3630;V-2025;0;1;2;7;6;6;1;4;5;5;5;4;5;7;3;4;3;5;6;7;2;5;6;25;20;21;17;4;13;6,25;5,00;5,25;4,25;3,25
3223;V-2025;1;1;1;7;6;7;1;6;6;7;6;7;4;7;7;6;1;6;6;7;7;2;4;26;20;27;26;1;5;6,50;5,00;6,75;6,50;1,25
3354;V-2025;0;0;2;6;7;7;1;4;5;7;5;4;6;6;7;5;5;5;7;7;7;5;7;24;22;28;24;4;15;6,00;5,50;7,00;6,00;3,75
3218;V-2025;0;1;2;4;6;7;1;5;3;6;7;4;4;5;7;6;2;4;7;6;6;3;3;19;16;25;26;4;10;4,75;4,00;6,25;6,50;2,50
3187;V-2025;1;0;2;5;4;6;2;5;3;6;7;6;5;4;7;4;5;5;4;7;7;4;3;16;18;24;24;2;13;4,00;4,50;6,00;6,00;3,25
3485;V-2025;1;0;99;5;7;6;1;5;6;7;7;6;4;5;6;6;4;5;7;7;7;5;7;23;21;27;26;2;12;5,75;5,25;6,75;6,50;3,00
3750;V-2025;1;0;0;2;1;7;1;5;3;6;6;5;4;2;6;5;4;4;6;7;6;5;5;13;18;20;24;3;13;3,25;4,50;5,00;6,00;3,25
3023;V-2025;0;1;1;5;7;6;1;5;5;6;6;6;5;6;6;6;4;4;5;7;4;3;4;21;18;26;22;2;10;5,25;4,50;6,50;5,50;2,50
3573;V-2025;1;0;2;5;3;4;3;5;2;5;5;1;5;6;5;3;5;7;3;6;2;5;4;16;21;19;14;7;20;4,00;5,25;4,75;3,50;5,00
3941;V-2025;0;0;1;7;5;5;3;6;6;6;4;6;6;7;6;5;4;5;6;7;4;3;7;26;24;24;18;2;12;6,50;6,00;6,00;4,50;3,00
3686;V-2025;1;0;2;5;6;6;1;5;5;6;4;4;5;5;6;5;4;4;3;5;4;4;4;18;18;23;19;4;13;4,50;4,50;5,75;4,75;3,25
3250;V-2025;0;1;1;5;6;6;1;5;6;5;3;5;5;3;6;6;1;5;7;7;4;1;3;21;18;24;19;3;6;5,25;4,50;6,00;4,75;1,50
3343;V-2025;0;1;2;7;6;6;1;5;5;5;7;4;4;7;5;5;6;6;7;7;4;4;2;26;17;23;22;4;15;6,50;4,25;5,75;5,50;3,75
3706;V-2025;1;0;0;7;7;7;1;5;4;6;3;7;4;7;7;7;5;4;7;7;4;2;1;25;14;27;21;1;9;6,25;3,50;6,75;5,25;2,25
3305;V-2025;1;0;0;3;6;6;2;4;2;7;6;5;3;4;7;7;4;2;6;7;5;6;5;15;14;27;24;3;15;3,75;3,50;6,75;6,00;3,75
3123;V-2025;1;1;2;5;6;6;3;4;3;5;4;3;5;5;7;6;2;5;6;6;5;3;5;19;19;24;21;5;13;4,75;4,75;6,00;5,25;3,25
3857;V-2025;0;1;2;4;7;5;1;4;5;5;6;7;5;7;7;6;2;6;7;7;5;3;6;23;21;26;22;1;7;5,75;5,25;6,50;5,50;1,75
3645;V-2025;0;1;2;6;7;7;1;4;6;6;7;2;2;5;7;6;7;2;6;7;7;6;5;23;13;27;27;6;20;5,75;3,25;6,75;6,75;5,00
3745;V-2025;0;0;2;2;7;7;2;6;1;6;7;6;7;2;7;7;7;6;6;7;6;7;3;11;22;27;27;2;18;2,75;5,50;6,75;6,75;4,50
3907;V-2025;1;0;0;3;4;6;2;4;3;5;4;4;5;2;6;5;4;5;3;7;6;6;7;11;21;22;21;4;16;2,75;5,25;5,50;5,25;4,00
3038;V-2025;1;0;0;7;7;7;1;7;7;7;7;6;6;6;7;7;2;6;7;7;7;1;6;27;25;28;28;2;6;6,75;6,25;7,00;7,00;1,50
3292;V-2025;1;0;2;4;4;7;4;3;2;7;6;3;6;1;6;6;4;1;7;7;7;5;7;14;17;24;26;5;18;3,50;4,25;6,00;6,50;4,50
3565;V-2025;0;0;2;6;6;4;2;5;6;5;5;4;3;6;3;6;3;5;6;6;4;2;3;24;16;20;19;4;11;6,00;4,00;5,00;4,75;2,75
3920;V-2025;1;1;0;5;4;5;3;5;4;5;3;3;4;5;7;6;5;4;3;6;4;4;5;17;18;22;18;5;17;4,25;4,50;5,50;4,50;4,25
3685;V-2025;1;1;0;4;2;7;1;5;1;6;6;2;6;6;7;5;4;2;5;6;4;7;3;16;16;21;22;6;18;4,00;4,00;5,25;5,50;4,50
3366;V-2025;0;1;1;6;6;5;2;6;5;2;6;4;5;6;5;6;4;6;5;5;4;4;6;22;23;18;21;4;14;5,50;5,75;4,50;5,25;3,50
3533;V-2025;1;0;1;2;6;7;2;5;5;7;6;2;5;3;7;6;4;6;6;7;4;5;2;16;18;27;23;6;17;4,00;4,50;6,75;5,75;4,25
3422;V-2025;1;1;0;5;5;6;1;3;4;6;6;6;4;5;6;5;2;5;3;7;6;4;3;17;15;24;23;2;9;4,25;3,75;6,00;5,75;2,25
3112;V-2025;0;1;2;6;5;7;3;5;5;5;5;3;5;6;6;5;5;5;5;5;5;5;2;22;17;21;22;5;18;5,50;4,25;5,25;5,50;4,50
3396;V-2025;1;1;2;6;6;6;1;7;7;6;5;7;7;6;5;5;3;7;6;6;3;5;6;25;27;23;19;1;10;6,25;6,75;5,75;4,75;2,50
3124;V-2025;0;1;2;5;6;6;1;2;5;6;7;4;3;5;6;6;3;2;6;6;7;5;2;21;9;24;26;4;13;5,25;2,25;6,00;6,50;3,25
3356;V-2025;0;0;2;6;3;6;2;3;3;5;4;4;3;5;5;6;6;5;4;6;6;7;6;18;17;19;22;4;19;4,50;4,25;4,75;5,50;4,75
3550;V-2025;1;0;1;4;7;7;1;6;5;7;7;6;1;4;7;7;4;4;7;7;7;4;2;20;13;28;28;2;11;5,00;3,25;7,00;7,00;2,75
